name,total_length,compressed_length,compression_ratio,file_size
0170bbdad3f9d2f3df55d3361cdcd616ed40c313b0a47d4a698ca60f282503bb,320043.0,47520.0,6.7349114,313724.0
017aa782587fc873a856ebee55416385581a61c505abe082245594e1c447e4bd,148003.0,32498.0,4.554219,142328.0
014de62ae18527d22c8088cc8e00725f9788dd962772b0e8058c9a715c14e7c1,5729664.0,1219190.0,4.699566,5544969.0
017e882f012a01234adf6a0ce35882181a8c5c2d7c5b654a671e6340de389b5f,2114317.0,430224.0,4.9144564,2039719.0
0182e93b4d141b8eb1ddd9a73aa8c4b27ea7fac84aa8e708d870a0ae9ece7a16,45226.0,9756.0,4.635711,43468.0
01842cc85a4a02af426bc789f5e246e70e00e6e0bac47ca4b1c797b64301feed,301034.0,55680.0,5.4065013,293195.0
0180b0ce07d68b33acb71fc5b6c8e21f87a593c4de0c878457a5e3c7bae4f3e4,2671137.0,446129.0,5.987365,2609943.0
0189a26c9c3b247c2d5db02248ea7a804ff27c7a659870dec0f85141c97c82dd,46817.0,8238.0,5.683054,45760.0
0186270150be845e5d53ad0d1e47fd37b3bd3187dae24914d86b057da86ad9c6,1258941.0,240365.0,5.237622,1224645.0
018b8b009f43238d632d0261d36c233fef1aa12a71a4ab38c30192305c4a9f28,1280376.0,280813.0,4.5595326,1235665.0
012010a4458b7bbf279345e6a9ff111acdd1f6b21fdc06b8844545b2a2ff376c,20064676.0,3741324.0,5.3629885,19513676.0
019109c067a8799a21c873f5633fb688636974848f2cceaa485e327ac18b6d0e,2986264.0,498432.0,5.991317,2915641.0
015397e4da2fc4b813de25563485d5313fd9cd99075beb2bba28a2d70356c28d,11691507.0,1938448.0,6.031375,11400411.0
0198ae069a4dc7d106ff7de3f1d589691050c1f1e37d5d00037e65cb16a69b81,102686.0,19336.0,5.310612,99860.0
01972682f55788447762aeaf1a1ee5b7738e250161ee2bf3f7a2bd84e29d5aec,645407.0,120069.0,5.375301,627950.0
019c23c0a160aabb8e3b410c45ba92eea28f07d02e5a6ae372ec43ddf7875f3e,326988.0,41584.0,7.8633127,321210.0
01a17f48e6e0d558bd568e0debce0e0ae579b03fca07a430c84533c1e2051654,24008.0,4892.0,4.907604,23412.0
01a25819c5fe2b6b4ddc77687392f1ad041dfda3ec3d2fc5409c5c3419278c53,2445693.0,410312.0,5.960569,2385728.0
01a2baddf05389dc9fb96fc55a51ca7f8c1f8343169b47e953f319825706a4f4,99117.0,19043.0,5.2049046,96571.0
01a336c61910a8bf5305b42927f3b1a70154f5e359e7935c986b7d581ce2ee95,80190.0,17498.0,4.5828094,77139.0
01a398dae95b564b5f08760f7b64e35574a4a6585145e2b865ff11ef76a064ac,343416.0,65990.0,5.204061,334004.0
01a3e4ce7c7d26c86632dacb09963cd8c6ba92d70bb9b4ae67dcf74538dc3ccb,837859.0,176528.0,4.7463236,816871.0
017a86273e20f34e8420129344b7cef78c5df680cc8ce45a7ff3a2e4a9c91f49,13179807.0,2205504.0,5.9758706,12869000.0
018d3e9fa4027452392413c908255e914690a1e352b5f07e13b8ba5b9cef1ad7,10478806.0,1962384.0,5.3398347,10204368.0
0198b7c285a13c98123bbcf85d1b072bcc00f225f6d30867f4ab3be1ea927da8,8204034.0,1549753.0,5.293769,7976456.0
01829947ad26af6d7ca1922c0539c37a76d4d4aa3cff56b87825b935df015e14,14347886.0,2261880.0,6.343345,14078977.0
01a7172694c2fc8dd49d63e25bd76a0b540e3ac8e7bfc98ab38a61b25f2c4aa0,1778904.0,326360.0,5.4507413,1730273.0
01aad38e21089f119e07623a16c887c7319ca20920d1bb42bfd50ed40541f91f,148623.0,32892.0,4.518515,142955.0
01ac51dec9c75b960915a74f37681c9b048e2721668be6c972fb8bdcfc8b98b2,64260.0,13202.0,4.8674445,62519.0
01a656ffdf801a87e2fd375ca728e106829c3ae7a718e71996f9c323e3b2f35a,3222676.0,605527.0,5.322101,3140538.0
01ae7df1f0bf63ebde37a44dcbf9682c55d4a60f90b441dda2045e97a2b54e78,271749.0,60102.0,4.5214634,261343.0
01a7f864aa5907069d868d1fa79a6a8d8bc6c527e876261695c8d3f0f1000f21,2885704.0,541929.0,5.324875,2806875.0
01adb7fc3c131a05da0d80420656122913c290e8f7ec250dc5979c27701c6d09,2429401.0,401672.0,6.048221,2373232.0
